,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age_in_years,Dt_Customer_Day,Dt_Customer_Month,Dt_Customer_Year,TotalMntSpent,Total_Number_Purchases,Age Segmentation
163,Basic,Married,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,Spain,32,29,12,2012,263,9,Between 25 and 34
164,PhD,Married,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,Spain,53,12,12,2012,1670,15,Between 45 and 54
165,PhD,Married,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,1,0,Spain,46,25,11,2012,877,25,Between 45 and 54
166,Graduation,Married,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,Spain,49,21,9,2012,502,20,Between 45 and 54
167,2n Cycle,Widow,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,Spain,61,9,9,2012,1072,27,Between 55 and 64
168,Graduation,Together,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,Germany,35,5,9,2012,1364,29,Between 35 and 44
169,Master,Married,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,Spain,62,17,8,2012,326,17,Between 55 and 64
170,2n Cycle,Single,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,Spain,45,22,6,2014,70,6,Between 45 and 54
171,Graduation,Single,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,1,0,Spain,30,1,5,2014,1650,23,Between 25 and 34
172,Graduation,Together,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,Spain,43,3,1,2014,1738,19,Between 35 and 44
173,Master,Single,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,South America,44,16,12,2013,1281,20,Between 35 and 44
174,Master,Married,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,Australia,50,11,10,2013,325,17,Between 45 and 54
175,Graduation,Married,52845.0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,Spain,49,13,8,2013,936,25,Between 45 and 54
176,Graduation,Married,24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,Spain,46,9,6,2013,48,7,Between 45 and 54
177,2n Cycle,Together,7500.0,1,0,7,2,8,11,3,8,21,4,3,2,2,7,0,0,0,0,0,0,0,India,43,7,5,2013,53,11,Between 35 and 44
178,Graduation,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,0,Spain,67,29,10,2012,252,16,Above 65 years
179,Basic,Together,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,1,0,Spain,49,2,10,2012,103,11,Between 45 and 54
180,PhD,Married,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,1,0,Spain,47,12,9,2012,557,23,Between 45 and 54
181,Graduation,Married,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,Central America,50,19,3,2014,24,4,Between 45 and 54
182,PhD,Married,54549.0,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,South America,70,3,3,2014,233,12,Above 65 years
183,Graduation,Together,19444.0,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,1,0,South America,40,22,2,2014,54,10,Between 35 and 44
184,Master,Together,69245.0,0,1,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,0,South America,66,24,1,2014,843,23,Above 65 years
185,PhD,Divorced,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,1,0,Spain,59,16,12,2013,1958,19,Between 55 and 64
186,Graduation,Married,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Spain,69,4,12,2013,20,4,Above 65 years
187,Graduation,Married,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,1,0,South America,32,28,11,2013,1627,22,Between 25 and 34
188,PhD,Single,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,Central America,78,5,11,2013,1167,28,Above 65 years
189,2n Cycle,Married,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,Germany,41,3,10,2013,66,8,Between 35 and 44
190,PhD,Divorced,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,South America,47,9,8,2013,811,23,Between 45 and 54
191,Graduation,Together,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,1,0,South America,66,7,8,2013,797,20,Above 65 years
192,Graduation,Single,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,Spain,57,17,7,2013,530,17,Between 55 and 64
193,PhD,Widow,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,1,0,Spain,60,9,7,2013,1766,15,Between 55 and 64
194,PhD,Widow,67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,Australia,71,11,6,2013,606,19,Above 65 years
195,Graduation,Married,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,Spain,41,17,5,2013,470,17,Between 35 and 44
196,PhD,Single,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,Australia,69,23,3,2013,1099,30,Above 65 years
197,PhD,Together,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,Spain,71,19,2,2013,1039,26,Above 65 years
198,Graduation,Single,47958.0,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0,South America,70,19,1,2013,407,16,Above 65 years
199,Graduation,Married,67716.0,0,1,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,0,Central America,62,10,1,2013,1016,28,Between 55 and 64
200,Graduation,Together,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,Spain,51,1,1,2013,318,17,Between 45 and 54
201,Graduation,Married,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,1,0,Spain,53,12,12,2012,316,17,Between 45 and 54
202,2n Cycle,Married,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,0,1,South America,34,12,11,2012,92,10,Between 25 and 34
203,PhD,Divorced,46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,1,0,Australia,70,29,10,2012,302,17,Above 65 years
204,Graduation,Married,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,Germany,45,11,9,2012,1869,17,Between 45 and 54
205,PhD,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,1,0,Spain,77,28,5,2014,145,8,Above 65 years
206,PhD,Single,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,Spain,77,28,5,2014,277,27,Above 65 years
207,Graduation,Single,57100.0,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0,South America,35,18,5,2014,311,14,Between 35 and 44
208,Graduation,Married,24434.0,2,0,9,3,2,8,20,0,17,2,2,1,2,7,0,0,0,0,0,0,0,India,50,18,5,2014,50,7,Between 45 and 54
209,PhD,Married,37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,1,0,Spain,51,30,3,2014,72,6,Between 45 and 54
210,Graduation,Single,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,Australia,64,29,3,2014,21,4,Between 55 and 64
211,Graduation,Together,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,Spain,45,30,1,2014,49,5,Between 45 and 54
212,Master,Widow,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,Central America,72,26,1,2014,556,21,Above 65 years
213,Master,Together,34176.0,0,1,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0,Central America,47,22,1,2014,28,5,Between 45 and 54
214,Master,Single,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,Spain,54,22,1,2014,396,15,Between 45 and 54
215,Graduation,Married,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,Australia,74,15,1,2014,1899,20,Above 65 years
216,Master,Divorced,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,Spain,52,13,12,2013,235,11,Between 45 and 54
217,PhD,Divorced,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,Spain,59,5,11,2013,331,15,Between 55 and 64
218,PhD,Married,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,Spain,40,7,8,2013,1919,20,Between 35 and 44
219,PhD,Married,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,South America,40,7,8,2013,1919,20,Between 35 and 44
220,Master,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,1,0,Spain,51,4,8,2013,167,10,Between 45 and 54
221,PhD,Divorced,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,Central America,47,1,5,2013,1293,20,Between 45 and 54
222,Graduation,Single,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,1,0,Germany,57,24,4,2013,654,25,Between 55 and 64
223,Graduation,Married,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,Spain,78,3,4,2013,746,21,Above 65 years
224,Graduation,Married,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,Spain,61,3,2,2013,138,11,Between 55 and 64
225,Master,Together,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,1,0,South America,70,3,2,2013,275,17,Above 65 years
226,Graduation,Together,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,1,0,Germany,57,2,1,2013,692,21,Between 55 and 64
227,Graduation,Married,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,Central America,64,16,11,2012,1115,21,Between 55 and 64
228,Graduation,Divorced,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,Spain,67,3,8,2012,365,15,Above 65 years
229,PhD,Together,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,Spain,61,15,6,2014,9,4,Between 55 and 64
230,Master,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,1,0,Spain,43,18,4,2014,69,9,Between 35 and 44
231,2n Cycle,Together,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,Spain,51,18,4,2014,63,11,Between 45 and 54
232,Graduation,Married,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,Spain,54,1,4,2014,182,11,Between 45 and 54
233,2n Cycle,Married,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,Spain,49,18,3,2014,76,8,Between 45 and 54
234,Graduation,Married,73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,Central America,53,10,2,2014,725,19,Between 45 and 54
235,Basic,Married,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,United States of America,30,23,11,2013,62,7,Between 25 and 34
236,Graduation,Single,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,1,0,South America,61,21,11,2013,1449,18,Between 55 and 64
237,PhD,Married,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,1,0,Spain,39,16,10,2013,63,5,Between 35 and 44
238,2n Cycle,Together,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,Central America,42,2,10,2013,50,7,Between 35 and 44
239,Graduation,Married,62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,Central America,70,30,9,2013,463,19,Above 65 years
240,2n Cycle,Together,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,Spain,46,20,8,2013,22,6,Between 45 and 54
241,2n Cycle,Together,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,Australia,46,20,8,2013,22,6,Between 45 and 54
242,PhD,Married,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,Spain,74,20,8,2013,183,10,Above 65 years
243,Graduation,Together,47320.0,0,1,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,0,Central America,65,1,8,2013,414,20,Between 55 and 64
244,PhD,Divorced,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,South America,46,21,7,2013,1034,26,Between 45 and 54
245,PhD,Divorced,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,United States of America,46,21,7,2013,1034,26,Between 45 and 54
246,Master,Married,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,Central America,36,8,7,2013,47,5,Between 35 and 44
247,Graduation,Married,50501.0,1,1,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,1,0,India,68,18,6,2013,500,20,Above 65 years
248,Graduation,Together,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,South America,53,24,3,2013,282,16,Between 45 and 54
249,Graduation,Together,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,1,0,Central America,73,19,2,2013,1381,21,Above 65 years
250,Master,Married,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,Spain,51,10,1,2013,59,5,Between 45 and 54
251,Master,Married,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,Australia,51,10,1,2013,59,5,Between 45 and 54
252,Graduation,Divorced,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,0,Spain,54,6,12,2012,1442,22,Between 45 and 54
253,Graduation,Married,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,United States of America,40,9,11,2012,1555,20,Between 35 and 44
254,Graduation,Married,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,Spain,40,9,11,2012,1555,20,Between 35 and 44
255,Graduation,Together,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,Spain,28,14,2,2014,1378,21,Between 25 and 34
256,Graduation,Divorced,64713.0,1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,1,0,Australia,52,7,2,2014,602,19,Between 45 and 54
257,Graduation,Divorced,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,Spain,36,7,12,2013,139,8,Between 35 and 44
258,Graduation,Married,51411.0,1,0,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,0,United States of America,39,15,11,2013,19,4,Between 35 and 44
259,PhD,Single,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,1,0,Spain,67,22,10,2013,446,24,Above 65 years
260,Master,Together,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,1,0,Spain,54,16,10,2013,492,17,Between 45 and 54
261,Graduation,Together,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,South America,52,4,10,2013,67,8,Between 45 and 54
262,Master,Married,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,Germany,73,21,9,2013,22,4,Above 65 years
263,Graduation,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,Central America,72,5,8,2013,76,9,Above 65 years
264,Graduation,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,Spain,72,5,8,2013,76,9,Above 65 years
265,Graduation,Married,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1,0,Spain,46,21,7,2013,515,26,Between 45 and 54
266,Master,Married,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,0,South America,50,14,7,2013,178,10,Between 45 and 54
267,2n Cycle,Together,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,South America,38,4,7,2013,52,5,Between 35 and 44
268,PhD,Married,59821.0,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,South America,67,12,4,2013,734,26,Above 65 years
269,Graduation,Married,34968.0,1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,South America,42,10,4,2013,221,17,Between 35 and 44
270,PhD,Married,56320.0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,Spain,55,8,4,2013,702,21,Between 55 and 64
271,Master,Married,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,Spain,53,31,3,2013,1161,19,Between 45 and 54
272,Graduation,Together,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,South America,66,31,3,2013,241,15,Above 65 years
273,PhD,Divorced,41003.0,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,South America,59,17,3,2013,601,17,Between 55 and 64
274,Graduation,Together,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,Spain,63,15,3,2013,215,12,Between 55 and 64
275,Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,Australia,47,20,2,2013,112,8,Between 45 and 54
276,Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,Spain,47,20,2,2013,112,8,Between 45 and 54
277,PhD,Divorced,42873.0,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,Central America,72,21,1,2013,269,15,Above 65 years
278,PhD,Married,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,Australia,53,10,12,2012,417,14,Between 45 and 54
279,PhD,Together,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,Spain,64,24,9,2012,2092,21,Between 55 and 64
280,Master,Divorced,29435.0,1,1,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,1,0,Central America,56,6,8,2012,180,11,Between 55 and 64
281,Graduation,Divorced,79865.0,0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,South America,68,18,6,2014,792,21,Above 65 years
282,Graduation,Alone,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,Central America,34,12,5,2014,89,11,Between 25 and 34
283,Graduation,Single,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,India,34,12,5,2014,89,11,Between 25 and 34
284,PhD,Together,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,Central America,52,12,5,2014,495,18,Between 45 and 54
285,Master,Single,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,South America,66,5,4,2014,1226,28,Above 65 years
286,Graduation,Divorced,67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,Spain,56,21,12,2013,733,23,Between 55 and 64
287,Graduation,Single,78499.0,0,0,12,912,72,170,47,36,97,1,11,3,4,4,0,0,1,0,0,1,0,Central America,65,23,11,2013,1334,19,Between 55 and 64
288,Graduation,Together,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,Spain,50,27,10,2013,1065,31,Between 45 and 54
289,Graduation,Single,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,1,0,Mexico,29,21,10,2013,1258,17,Between 25 and 34
290,Master,Together,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,0,Spain,47,19,9,2013,69,9,Between 45 and 54
291,PhD,Married,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,Spain,52,9,9,2013,1052,25,Between 45 and 54
292,Graduation,Married,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,Spain,66,5,9,2013,17,4,Above 65 years
293,2n Cycle,Together,26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,0,1,Germany,46,4,9,2013,18,4,Between 45 and 54
294,Graduation,Together,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,Spain,46,31,8,2013,800,24,Between 45 and 54
295,Graduation,Married,5305.0,0,1,12,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,0,India,46,30,7,2013,32,1,Between 45 and 54
296,Master,Single,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,Australia,40,4,7,2013,1438,21,Between 35 and 44
297,Master,Single,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,India,40,4,7,2013,1438,21,Between 35 and 44
298,Master,Together,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,Spain,51,25,6,2013,795,26,Between 45 and 54
299,PhD,Single,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,1,0,Germany,44,10,5,2013,86,6,Between 35 and 44
300,Master,Together,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,South America,30,27,4,2013,241,11,Between 25 and 34
301,Graduation,Single,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,0,Spain,49,18,4,2013,1587,21,Between 45 and 54
302,Master,Together,41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,1,0,South America,53,30,12,2012,64,7,Between 45 and 54
303,Graduation,Married,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,1,0,Spain,66,22,8,2012,1401,16,Above 65 years
304,Master,Divorced,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,1,0,Spain,42,8,8,2012,1754,16,Between 35 and 44
305,PhD,Married,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,Spain,70,19,6,2014,63,6,Above 65 years
306,Master,Married,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,Spain,39,20,4,2014,129,8,Between 35 and 44
307,Graduation,Married,23539.0,0,0,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,0,Central America,65,28,2,2014,81,7,Between 55 and 64
308,Master,Single,32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,1,0,Central America,55,24,2,2014,80,9,Between 55 and 64
309,2n Cycle,Married,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,Spain,52,15,1,2014,889,26,Between 45 and 54
310,Graduation,Married,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,Spain,56,17,12,2013,235,16,Between 55 and 64
311,PhD,Married,82170.0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,South America,44,25,11,2013,1908,19,Between 35 and 44
312,PhD,Single,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,Spain,58,23,11,2013,463,16,Between 55 and 64
313,Basic,Single,15253.0,1,0,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0,0,Central America,30,28,10,2013,29,6,Between 25 and 34
314,Master,Married,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,Germany,34,28,10,2013,1427,21,Between 25 and 34
315,Graduation,Single,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,Spain,67,3,10,2013,398,14,Above 65 years
316,Basic,Together,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,1,0,Spain,49,15,8,2013,18,4,Between 45 and 54
317,2n Cycle,Married,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,Spain,54,5,7,2013,75,6,Between 45 and 54
318,Graduation,Married,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,South America,52,19,6,2013,981,13,Between 45 and 54
319,2n Cycle,Married,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,1,0,United States of America,37,16,6,2013,172,12,Between 35 and 44
320,Graduation,Together,157146.0,0,0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,South America,45,29,4,2013,1730,28,Between 45 and 54
321,Master,Married,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,Spain,62,22,4,2013,1643,27,Between 55 and 64
322,Graduation,Together,41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,Central America,34,19,3,2013,312,12,Between 25 and 34
323,PhD,Married,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,India,58,23,2,2013,68,7,Between 55 and 64
324,PhD,Married,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,Spain,58,23,2,2013,68,7,Between 55 and 64
325,Graduation,Together,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,1,0,Spain,36,15,2,2013,1428,16,Between 35 and 44
326,Graduation,Single,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,Spain,33,30,12,2012,37,5,Between 25 and 34
327,Graduation,Widow,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,Spain,52,31,10,2012,15,4,Between 45 and 54
328,Graduation,Widow,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,1,0,Spain,49,7,10,2012,656,29,Between 45 and 54
